Country,Year,Avg_Temperature,Rainfall_mm,Sea_Level,CO2
Albania,2017,16.1,1571.9,165.2,1.843868726812876
Albania,2018,16.17,1575.3,166.6,1.8007069070680142
Albania,2019,16.1,1578.7,168.0,1.7226921167821712
Albania,2020,15.9,1582.1,169.4,1.7018846476726717
Albania,2021,16.13,1585.5,170.8,1.8042681530601097
Albania,2022,16.3,1589.0,172.2,1.588041776653747
Algeria,1961,14.9,82.8,80.6,0.5167448877509306
Algeria,1962,15.0,83.0,81.9,0.4749288754132729
Algeria,1963,14.97,83.2,83.2,0.4381882131543296
Algeria,1964,15.33,83.4,84.5,0.454534349466678
Algeria,1965,15.17,83.6,85.8,0.5144692164580401
Algeria,1966,15.15,83.8,87.1,0.6918457408501801
Algeria,1967,14.99,84.0,88.4,0.6374586444863963
Algeria,1968,15.21,84.2,89.7,0.6870763432773738
Algeria,1969,15.04,84.4,91.0,0.8410402913798116
Algeria,1970,15.17,84.6,92.3,1.1067511591978825
Algeria,1971,15.08,84.8,93.6,1.3448969838145812
Algeria,1972,15.3,85.0,94.9,1.9692391624738093
Algeria,1973,15.3,85.2,96.2,2.603878686862452
Algeria,1974,15.2,85.4,97.5,2.109703635673557
Algeria,1975,15.31,85.6,98.8,2.0477703226872945
Algeria,1976,15.11,85.8,100.1,2.382887083602043
Algeria,1977,15.06,86.0,101.4,2.451289279977174
Algeria,1978,15.37,86.2,102.7,3.55896907041368
Algeria,1979,15.35,86.4,104.0,2.5152669923016786
Algeria,1980,15.44,86.7,105.3,3.5436871139972963
Algeria,1981,15.72,86.9,106.6,2.403038427246677
Algeria,1982,15.52,87.1,107.9,1.9649336652023075
Algeria,1983,15.26,87.3,109.2,2.5419404907381224
Algeria,1984,15.58,87.5,110.5,3.309936484404008
Algeria,1985,15.24,87.7,111.8,3.268536451445099
Algeria,1986,15.38,87.9,113.1,3.301469416685851
Algeria,1987,15.46,88.1,114.4,3.536124894534902
Algeria,1988,15.74,88.3,115.7,3.435070803965289
Algeria,1989,15.39,88.5,117.0,3.1935770551753104
Algeria,1990,15.4,88.7,118.3,2.9952875922366777
Algeria,1991,15.53,88.9,119.6,3.015252772540369
Algeria,1992,15.46,89.1,120.9,2.975461227243348
Algeria,1993,15.75,89.3,122.2,2.990444723637092
Algeria,1994,15.43,89.5,123.5,3.148813288210273
Algeria,1995,15.44,89.7,124.8,3.368698017171606
Algeria,1996,15.57,89.9,126.1,3.4156790843870315
Algeria,1997,15.57,90.1,127.4,2.955077435861265
Algeria,1998,15.96,90.3,128.7,3.520791369892648
Algeria,1999,15.83,90.5,130.0,2.971845181814732
Algeria,2000,15.72,90.7,131.3,2.7417454478118937
Algeria,2001,15.54,90.9,132.6,2.746491970839346
Algeria,2002,15.87,91.1,133.9,2.8178353351219827
Algeria,2003,15.61,91.3,135.2,2.92599500054031
Algeria,2004,15.54,91.6,136.5,2.777311269962077
Algeria,2005,15.97,91.8,137.8,3.2884748703879554
Algeria,2006,15.86,92.0,139.1,3.064900548723836
Algeria,2007,15.97,92.2,140.4,3.1565158588260984
Algeria,2008,15.9,92.4,141.7,3.120841584725719
Algeria,2009,15.99,92.6,143.0,3.264098676567611
Algeria,2010,15.79,92.8,144.3,3.253610107813778
Algeria,2011,15.75,93.0,145.6,3.389468602289053
Algeria,2012,16.02,93.2,146.9,3.6009171821495967
Algeria,2013,15.82,93.4,148.2,3.6735167135793017
Algeria,2014,15.85,93.6,149.5,3.8780674788179352
Algeria,2015,15.91,93.8,150.8,3.8864441545286863
Algeria,2016,15.99,94.0,152.1,3.880144128989797
Algeria,2017,15.96,94.2,153.4,3.967999470896124
Algeria,2018,15.82,94.4,154.7,3.9299945454327223
Algeria,2019,15.95,94.6,156.0,3.902763039175265
Algeria,2020,15.73,94.8,157.3,3.886184013599437
Algeria,2021,16.18,95.0,158.6,3.8980211818640864
Algeria,2022,15.86,95.2,159.9,3.8833102307171927
Angola,1961,14.83,939.3,86.8,0.0937578745506699
Angola,1962,15.03,941.6,88.2,0.2303682968378429
Angola,1963,14.93,943.9,89.6,0.2221199781210356
Angola,1964,15.29,946.3,91.0,0.2437712927062266
Angola,1965,14.88,948.6,92.4,0.232237633691828
Angola,1966,15.13,950.9,93.8,0.2772251765725109
Angola,1967,15.1,953.2,95.2,0.183568532967436
Angola,1968,14.95,955.5,96.6,0.2872884072617586
Angola,1969,15.22,957.8,98.0,0.4757374569819777
Angola,1970,15.14,960.2,99.4,0.6259180700392071
Angola,1971,15.3,962.5,100.8,0.5562221329838979
Angola,1972,15.32,964.8,102.2,0.7397899227036674
Angola,1973,15.54,967.1,103.6,0.7709046966492861
Angola,1974,15.43,969.4,105.0,0.7209051328156078
Angola,1975,15.2,971.8,106.4,0.6510439558862362
Angola,1976,15.23,974.1,107.8,0.4668180565470484
Angola,1977,15.45,976.4,109.2,0.4836857842116916
Angola,1978,15.4,978.7,110.6,0.7048629249159665
Angola,1979,15.42,981.0,112.0,0.6906110273720024
Angola,1980,15.1,983.3,113.4,0.6589515621577073
Angola,1981,15.36,985.7,114.8,0.6290241471359446
Angola,1982,15.27,988.0,116.2,0.5297352470286987
Angola,1983,15.44,990.3,117.6,0.5748333512012724
Angola,1984,15.4,992.6,119.0,0.5331862945244356
Angola,1985,15.57,994.9,120.4,0.4844540625611078
Angola,1986,15.5,997.3,121.8,0.4620716369150869
Angola,1987,15.59,999.6,123.2,0.5562544043460049
Angola,1988,15.42,1001.9,124.6,0.4621694850816584
Angola,1989,15.36,1004.2,126.0,0.4485938532261417
Angola,1990,15.46,1006.5,127.4,0.4392445163148253
Angola,1991,15.54,1008.8,128.8,0.4192021331836369
Angola,1992,15.62,1011.2,130.2,0.4017948874367554
Angola,1993,15.92,1013.5,131.6,0.4419545003239671
Angola,1994,15.59,1015.8,133.0,0.8595641363315564
Angola,1995,15.47,1018.1,134.4,0.9195533075609652
Angola,1996,15.58,1020.4,135.8,1.0842906414354594
Angola,1997,15.58,1022.7,137.2,1.1166310848589065
Angola,1998,15.74,1025.1,138.6,1.0750543420145493
Angola,1999,15.45,1027.4,140.0,1.1074193581218823
Angola,2000,15.71,1029.7,141.4,0.9869555874001474
Angola,2001,15.74,1032.0,142.8,0.9626547131403056
Angola,2002,15.77,1034.3,144.2,0.934625739947052
Angola,2003,15.67,1036.7,145.6,0.9867931713405536
Angola,2004,15.74,1039.0,147.0,0.9092819797116594
Angola,2005,15.58,1041.3,148.4,0.8154603469075082
Angola,2006,15.74,1043.6,149.8,0.8557715826939385
Angola,2007,15.75,1045.9,151.2,0.8457997895026705
Angola,2008,15.91,1048.2,152.6,0.8621990852042491
Angola,2009,15.69,1050.6,154.0,0.9392520330439568
Angola,2010,16.0,1052.9,155.4,1.0077548088727857
Angola,2011,16.13,1055.2,156.8,0.9729001821563196
Angola,2012,15.61,1057.5,158.2,1.0221716670902423
Angola,2013,16.0,1059.8,159.6,0.991060138611878
Angola,2014,16.06,1062.2,161.0,0.9542558490067664
Angola,2015,15.88,1064.5,162.4,0.9834851183055194
Angola,2016,15.93,1066.8,163.8,0.8769333414874776
Angola,2017,15.99,1069.1,165.2,0.7664909416950805
Angola,2018,15.98,1071.4,166.6,0.7449143799350585
Angola,2019,16.0,1073.7,168.0,0.6915491910087666
Angola,2020,15.81,1076.1,169.4,0.4939289941250881
Angola,2021,16.25,1078.4,170.8,0.5632348986921472
Angola,2022,16.26,1080.7,172.2,0.603435827490009
Argentina,1962,14.9,549.6,81.9,2.5344188971698376
Argentina,1963,14.82,551.0,83.2,2.342908263638237
Argentina,1964,15.13,552.4,84.5,2.5529357308956078
Argentina,1965,14.99,553.8,85.8,2.661605068766784
Argentina,1966,15.11,555.1,87.1,2.8199260501861803
Argentina,1967,15.06,556.5,88.4,2.8662908996695227
Argentina,1968,15.23,557.9,89.7,2.977643009476002
Argentina,1969,15.25,559.3,91.0,3.296486104004981
Argentina,1970,15.05,560.7,92.3,3.462258146082393
Argentina,1971,14.97,562.0,93.6,3.658906371317374
Argentina,1972,14.96,563.4,94.9,3.662683961772852
Argentina,1973,15.31,564.8,96.2,3.749242865816092
Argentina,1974,15.06,566.2,97.5,3.767057372219742
Argentina,1975,15.18,567.6,98.8,3.6654429286592354
Argentina,1976,15.18,568.9,100.1,3.796853618318994
Argentina,1977,15.28,570.3,101.4,3.775417373576517
Argentina,1978,15.02,571.7,102.7,3.7773397514226335
Argentina,1979,15.35,573.1,104.0,3.823828648825742
Argentina,1980,15.42,574.5,105.3,3.8950803873152617
Argentina,1981,15.37,575.8,106.6,3.572510388169173
Argentina,1982,15.33,577.2,107.9,3.5603147318257458
Argentina,1983,15.41,578.6,109.2,3.5909482446488346
Argentina,1984,15.47,580.0,110.5,3.57367368509505
Argentina,1985,15.02,581.3,111.8,3.321110034166746
Argentina,1986,15.74,582.7,113.1,3.378364527702268
Argentina,1987,15.53,584.1,114.4,3.669694345420297
Argentina,1988,15.39,585.5,115.7,3.8187592369497785
Argentina,1989,15.45,586.9,117.0,3.619725552862561
Argentina,1990,15.6,588.2,118.3,3.415289469377921
Argentina,1991,15.52,589.6,119.6,3.536293433282789
Argentina,1992,15.25,591.0,120.9,3.604785181511076
Argentina,1993,15.89,592.4,122.2,3.4701563722263087
Argentina,1994,15.58,593.8,123.5,3.416091037234243
Argentina,1995,15.77,595.1,124.8,3.5883717433564093
Argentina,1996,15.53,596.5,126.1,3.70085896071884
Argentina,1997,15.88,597.9,127.4,3.8016735605483714
Argentina,1998,15.71,599.3,128.7,3.8355738025138058
Argentina,1999,15.78,600.7,130.0,3.8358517195518194
Argentina,2000,15.55,602.0,131.3,3.858254536991979
Argentina,2001,15.9,603.4,132.6,3.579358489677642
Argentina,2002,15.84,604.8,133.9,3.3005382233991605
Argentina,2003,15.95,606.2,135.2,3.496587037028489
Argentina,2004,15.68,607.5,136.5,3.5139897010859658
Argentina,2005,15.72,608.9,137.8,3.505794261994628
Argentina,2006,16.16,610.3,139.1,3.5133448445146054
Argentina,2007,15.67,611.7,140.4,3.536534376382888
Argentina,2008,15.83,613.1,141.7,3.5488732049364105
Argentina,2009,16.04,614.4,143.0,3.557579574410968
Argentina,2010,15.9,615.8,144.3,3.558473381804643
Argentina,2011,15.99,617.2,145.6,3.563118144471215
Argentina,2012,15.86,618.6,146.9,3.5786329964275696
Argentina,2013,15.99,620.0,148.2,3.577345247347586
Argentina,2014,15.76,621.3,149.5,3.600230066555404
Argentina,2015,16.22,622.7,150.8,3.597061017411164
Argentina,2016,15.97,624.1,152.1,3.607223082413086
Argentina,2017,15.91,625.5,153.4,3.610195363653503
Argentina,2018,16.13,626.9,154.7,3.623889936412152
Argentina,2019,15.98,628.2,156.0,3.6579357580289824
Argentina,2020,15.86,629.6,157.3,3.653710361664592
Argentina,2021,15.88,631.0,158.6,3.6449589701881
Argentina,2022,16.2,632.4,159.9,3.647932036660376
Armenia,1992,15.54,522.7,,1.6170770821691107
Armenia,1993,15.56,525.3,,0.709650600430821
Armenia,1994,15.76,527.9,,0.8056870574384256
Armenia,1995,15.44,530.5,,1.0067934678708483
Armenia,1996,15.52,533.2,,0.7592983114248948
Armenia,1997,15.59,535.8,,1.012484949681569
Armenia,1998,15.68,538.4,,1.0664857438220925
Armenia,1999,15.68,541.0,,0.9496127567443784
Armenia,2000,15.66,543.6,,1.1303797308067565
Armenia,2001,15.71,546.3,,1.1553668751843218
Armenia,2002,15.72,548.9,,1.0154877113236764
Armenia,2003,15.65,551.5,,1.133564995986773
Armenia,2004,15.65,554.1,,1.2335639004375762
Armenia,2005,15.83,556.8,,1.4560172483831777
Armenia,2006,15.68,559.4,,1.4756013643406467
Armenia,2007,15.66,562.0,,1.7166822002922653
Armenia,2008,15.8,564.6,,1.8938455049382832
Armenia,2009,15.84,567.2,,1.480151213311162
Armenia,2010,16.22,569.9,,1.4566231402423755
Armenia,2011,15.8,572.5,,1.7116239307667631
Armenia,2012,16.06,575.1,,1.9616182293011943
Armenia,2013,16.05,577.7,,1.8892128244407964
Armenia,2014,15.78,580.4,,1.9232162756780864
Armenia,2015,16.09,583.0,,1.8706409718475197
Armenia,2016,15.81,585.6,,1.7844887998128909
Armenia,2017,15.61,588.2,,1.8871391749510933
Armenia,2018,16.12,590.8,,2.008848780410816
Armenia,2019,15.78,593.5,,2.146732056851662
Armenia,2020,16.13,596.1,,2.353471892368619
Armenia,2021,15.98,598.7,,2.5689000989127546
Armenia,2022,16.35,601.3,,2.6787174487372254
Australia,1961,15.16,496.6,74.4,0.009489362730672463
Australia,1962,14.95,497.8,75.6,0.010235104456630085
Australia,1963,14.93,499.1,76.8,0.009735279538530529
Australia,1964,14.87,500.3,78.0,0.010834537177780688
Australia,1965,15.01,501.5,79.2,0.010552942231500063
Australia,1966,15.05,502.7,80.4,0.009985383338475606
Australia,1967,15.05,504.0,81.6,0.01073709282425993
Australia,1968,15.15,505.2,82.8,0.011584312440129477
Australia,1969,15.23,506.4,84.0,0.011208004488514419
Australia,1970,15.21,507.7,85.2,0.010964092775850141
Australia,1971,15.07,508.9,86.4,0.011664322772732966
Australia,1972,14.98,510.1,87.6,0.012107203628423192
Australia,1973,15.42,511.3,88.8,0.012173924087019648
Australia,1974,15.13,512.6,90.0,0.01205550462073201
Australia,1975,15.15,513.8,91.2,0.011483296623531597
Australia,1976,15.19,515.0,92.4,0.012075152217889925
Australia,1977,15.01,516.2,93.6,0.012357431895754086
Australia,1978,15.23,517.5,94.8,0.013291421671695648
Australia,1979,15.25,518.7,96.0,0.013713005312194982
Australia,1980,15.44,519.9,97.2,0.012986084345934205
Australia,1981,15.47,521.1,98.4,0.013578971662808815
Australia,1982,15.38,522.4,99.6,0.013438972853896789
Australia,1983,15.54,523.6,100.8,0.0141610092384468
Australia,1984,15.47,524.8,102.0,0.014443701738119215
Australia,1985,15.43,526.0,103.2,0.014140834706978035
Australia,1986,15.47,527.3,104.4,0.014177560111704965
Australia,1987,15.44,528.5,105.6,0.015072848818817694
Australia,1988,15.43,529.7,106.8,0.014235107447527245
Australia,1989,15.46,530.9,108.0,0.015150244168352695
Australia,1990,15.35,532.2,109.2,0.016150198594028373
Australia,1991,15.58,533.4,110.4,0.016413893929003477
Australia,1992,15.41,534.6,111.6,0.015862943840518434
Australia,1993,15.7,535.8,112.8,0.015986218949521524
Australia,1994,15.56,537.1,114.0,0.0161121165379304
Australia,1995,15.62,538.3,115.2,0.01665014371110357
Australia,1996,15.71,539.5,116.4,0.01653050790139449
Australia,1997,15.75,540.7,117.6,0.017633772145822534
Australia,1998,15.43,542.0,118.8,0.017437859602239737
Australia,1999,15.65,543.2,120.0,0.01729842572960016
Australia,2000,15.84,544.4,121.2,0.017123167873962446
Australia,2001,15.47,545.6,122.4,0.017986723048057776
Australia,2002,15.8,546.9,123.6,0.01930774435255684
Australia,2003,15.42,548.1,124.8,0.018250392979840147
Australia,2004,15.62,549.3,126.0,0.01909454408164988
Australia,2005,15.8,550.5,127.2,0.018899603976158568
Australia,2006,15.56,551.8,128.4,0.019351398381127243
Australia,2007,15.68,553.0,129.6,0.02028253108479839
Australia,2008,15.63,554.2,130.8,0.02029045522622287
Australia,2009,16.11,555.4,132.0,0.020148960636727206
Australia,2010,15.91,556.7,133.2,0.020129304578961518
Australia,2011,15.99,557.9,134.4,0.019837690112981008
Australia,2012,15.89,559.1,135.6,0.022036039557856078
Australia,2013,15.88,560.3,136.8,0.02204517369274008
Australia,2014,15.71,561.6,138.0,0.02194637362291262
Australia,2015,15.93,562.8,139.2,0.021984985636076818
Australia,2016,15.88,564.0,140.4,0.02307108273499741
Australia,2017,16.14,565.3,141.6,0.023480992329593362
Australia,2018,16.2,566.5,142.8,0.02422051198741113
Australia,2019,16.27,567.7,144.0,0.02435037122033918
Australia,2020,16.19,568.9,145.2,0.023978146430924423
Australia,2021,15.99,570.2,146.4,0.024582770979144925
Australia,2022,15.93,571.4,147.6,0.02538059166359525
Austria,1961,15.11,1032.3,,0.009794624107931653
Austria,1962,15.07,1034.8,,0.009755213295213623
Austria,1963,14.77,1037.4,,0.010359110545015402
Austria,1964,15.11,1039.9,,0.01068515610907823
Austria,1965,15.19,1042.5,,0.010535779750895192
Austria,1966,15.1,1045.0,,0.011366232749412456
Austria,1967,15.08,1047.6,,0.010325201301450164
Austria,1968,15.01,1050.1,,0.011443716139044604
Austria,1969,14.93,1052.7,,0.011172283583967237
Austria,1970,15.28,1055.2,,0.011501459693870845
Austria,1971,15.13,1057.8,,0.011667457759716346
Austria,1972,15.16,1060.3,,0.012373600795820804
Austria,1973,15.48,1062.9,,0.012474053481994615
Austria,1974,15.34,1065.4,,0.012286667550627607
Austria,1975,15.31,1068.0,,0.012085553229359922
Austria,1976,15.29,1070.5,,0.012370937154599354
Austria,1977,15.52,1073.1,,0.012402008756900122
Austria,1978,15.56,1075.6,,0.012404840982049152
Austria,1979,15.46,1078.2,,0.01334798510902072
Austria,1980,15.43,1080.7,,0.012974058767504843
Austria,1981,15.05,1083.3,,0.013614511388581815
Austria,1982,15.4,1085.8,,0.01392739918077615
Austria,1983,15.38,1088.3,,0.012644389376803592
Austria,1984,15.43,1090.9,,0.014192728098728838
Austria,1985,15.57,1093.4,,0.013934072410282945
Austria,1986,15.04,1096.0,,0.014763827683718183
Austria,1987,15.38,1098.5,,0.015061858720254175
Austria,1988,15.53,1101.1,,0.014587012043271043
Austria,1989,15.43,1103.6,,0.013614133829589002
Austria,1990,15.31,1106.2,,0.016273945741297105
Austria,1991,15.67,1108.7,,0.015293029485086835
Austria,1992,15.6,1111.3,,0.016088943132656183
Austria,1993,15.43,1113.8,,0.01622431413720922
Austria,1994,15.64,1116.4,,0.016686382686569492
Austria,1995,15.74,1118.9,,0.01666457871960662
Austria,1996,15.63,1121.5,,0.01739672326719427
Austria,1997,15.77,1124.0,,0.01680110552224298
Austria,1998,15.68,1126.6,,0.01818499850834126
Austria,1999,15.63,1129.1,,0.01718808626312382
Austria,2000,15.53,1131.7,,0.01819949967079711
Austria,2001,15.71,1134.2,,0.017972392054913973
Austria,2002,15.77,1136.7,,0.01896493305411669
Austria,2003,15.89,1139.3,,0.01965135410216153
Austria,2004,15.76,1141.8,,0.01889071104637388
Austria,2005,15.86,1144.4,,0.0192384370785086
Austria,2006,15.67,1146.9,,0.020333428219252818
Austria,2007,15.71,1149.5,,0.020586933293314187
Austria,2008,15.83,1152.0,,0.019469383967726885
Austria,2009,15.71,1154.6,,0.02167023317258112
Austria,2010,16.01,1157.1,,0.020344885148729702
Austria,2011,15.97,1159.7,,0.02105016278277308
Austria,2012,15.96,1162.2,,0.02171814211178292
Austria,2013,15.99,1164.8,,0.021231277396972073
Austria,2014,16.26,1167.3,,0.022449789768867932
Austria,2015,15.9,1169.9,,0.022232046360264986
Austria,2016,15.66,1172.4,,0.02280382243430712
Austria,2017,16.04,1175.0,,0.023250296263769905
Austria,2018,16.02,1177.5,,0.023046449437788365
Austria,2019,15.97,1180.1,,0.023535586809871802
Austria,2020,15.92,1182.6,,0.023486697107674998
Austria,2021,16.02,1185.2,,0.02426295853867114
Austria,2022,16.13,1187.7,,0.025356314506850927
Azerbaijan,1992,15.48,415.7,,3.97066634968847
Azerbaijan,1993,15.94,417.8,,3.995945477116644
Azerbaijan,1994,15.45,419.9,,4.005983054133712
Azerbaijan,1995,15.49,422.0,,3.982013622928347
Azerbaijan,1996,15.29,424.1,,3.9853332699724615
Azerbaijan,1997,15.69,426.1,,3.76693667775955
Azerbaijan,1998,15.36,428.2,,3.94798895635814
Azerbaijan,1999,15.6,430.3,,3.555585675217729
Azerbaijan,2000,15.66,432.4,,3.6399067302875983
Azerbaijan,2001,15.61,434.5,,3.438189508771274
Azerbaijan,2002,16.0,436.6,,3.4393923001182887
Azerbaijan,2003,15.91,438.7,,3.623020890986616
Azerbaijan,2004,15.97,440.7,,3.796825931790931
Azerbaijan,2005,15.66,442.8,,3.974717170213106
Azerbaijan,2006,15.98,444.9,,3.975135495451152
Azerbaijan,2007,15.9,447.0,,3.3929173056815443
Azerbaijan,2008,15.96,449.1,,3.693930195344088
Azerbaijan,2009,16.02,451.2,,3.235665290982656
Azerbaijan,2010,15.75,453.3,,3.012041599508303
Azerbaijan,2011,15.84,455.3,,3.25722974537476
Azerbaijan,2012,16.05,457.4,,3.5098362407737063
Azerbaijan,2013,15.54,459.5,,3.5287922749406047
Azerbaijan,2014,16.18,461.6,,3.564557450593548
Azerbaijan,2015,16.06,463.7,,3.5527215583647864
Azerbaijan,2016,15.98,465.8,,3.5199713267889305
Azerbaijan,2017,16.04,467.9,,3.4921514937376426
Azerbaijan,2018,15.87,469.9,,3.451720679708335
Azerbaijan,2019,15.99,472.0,,3.7200751245938646
Azerbaijan,2020,16.23,474.1,,3.574699927796724
Azerbaijan,2021,16.28,476.2,,3.735065862071973
Azerbaijan,2022,16.5,478.3,,3.991524334421346
Bahrain,1961,14.99,77.2,147.6,3.112240257360935
Bahrain,1962,14.92,77.4,147.6,3.1389704695719405
Bahrain,1963,14.96,77.6,147.6,3.130988548903676
Bahrain,1964,14.9,77.8,147.6,3.121677262098568
